participant_id,access_code,participant_created_at,current_step,completed,latin_square_sequence,condition_code,condition_order,conversation_within_condition,condition_questionnaire_json,session_id,conversation_order,assignment_status,topic_id,variation_id,topic_preference,model_size,model_name,personality_context_enabled,style_name,speaker,text,timestamp,word_count,token_count,is_question,topic_similarity,prev_similarity,windowed_similarity,novelty,coherence,windowed_coherence,topic_consistency,session_novelty,turn_balance,token_balance,question_rate,engagement_score
P-EAA9A620E2,P-8GDD-R9ZZ,2026-09-14T13:35:08,done,1,8,H,1,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-15T07:24:51"", ""condition_code"": ""H"", ""condition_order"": 1, ""latin_square_sequence"": 8, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",598ed132-9be0-43f4-8e6e-34fdd5df50e5,2,complete,T5,C,low,medium,google/gemma-4-31b-it,0,Neutral Engagement Agent,Agent,exactly. i just need some quiet time to actually unwind 😅,2026-09-15T07:22:07,11,14,0,0.5012,0.5975,0.6109,0.4025,0.5227,0.558,0.5357,0.4773,1.0,0.7083,0.0,0.4862
P-6EEA879104,P-5TCN-BEPD,2026-09-14T13:35:08,done,1,4,D,1,2,"{""engagement"": 4, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 2, ""willingness_continue"": 3, ""overall_satisfaction"": 4, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T10:10:39"", ""condition_code"": ""D"", ""condition_order"": 1, ""latin_square_sequence"": 4, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",f53bb37d-b7e4-4df5-8db4-c1783c8d2fa9,2,complete,T7,A,low,small,google/gemma-3-4b-it,0,Neutral Engagement Agent,Agent,salty snacks are def the way to go. haha,2026-09-15T10:02:42,9,12,0,0.4863,0.5466,0.5525,0.4534,0.5568,0.5385,0.5049,0.4432,1.0,0.5538,0.0833,0.4944
P-9E130A1DDC,P-DECF-7UCD,2026-09-14T13:35:08,done,1,1,A,1,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Curious"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T11:05:34"", ""condition_code"": ""A"", ""condition_order"": 1, ""latin_square_sequence"": 1, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",3b73e446-a1f5-41f2-9f6e-7112d5349026,2,complete,T8,A,high,small,google/gemma-3-4b-it,1,Neutral Engagement Agent,Agent,perfect! i’m picturing a whole plate of that. and a glass of local wine obviously,2026-09-15T11:03:50,15,20,0,0.6593,0.5027,0.6019,0.4973,0.5268,0.5568,0.53,0.4732,1.0,0.9794,0.0833,0.4977
P-482AABB718,P-DNH2-K8FQ,2026-09-14T13:35:08,done,1,3,C,1,2,"{""engagement"": 4, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Curious""], ""comments"": """", ""submitted_at"": ""2026-09-15T18:25:24"", ""condition_code"": ""C"", ""condition_order"": 1, ""latin_square_sequence"": 3, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",cbdb663f-c231-482f-8a37-a76620fd7007,2,complete,T4,B,low,small,google/gemma-3-4b-it,1,Neutral Engagement Agent,Agent,that’s a bummer. i usually just go for comfort,2026-09-15T18:24:15,9,12,0,0.6114,0.4942,0.5556,0.5058,0.5425,0.5675,0.5264,0.4575,1.0,0.8816,0.0833,0.4983
P-6742519DE7,P-6Y9D-MNAV,2026-09-14T13:35:08,done,1,5,E,1,2,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-15T16:52:12"", ""condition_code"": ""E"", ""condition_order"": 1, ""latin_square_sequence"": 5, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",45295ffb-ae04-409e-8d62-e6a64838f976,2,complete,T5,C,high,medium,google/gemma-4-31b-it,1,Neutral Engagement Agent,Agent,i usually go for old 80s slashers bc they have the best vibes 😊,2026-09-15T16:50:27,14,18,0,0.5068,0.5827,0.5766,0.4173,0.5073,0.55,0.542,0.4927,1.0,0.5888,0.3333,0.5362
P-4CD2E82E33,P-PY2F-PB3D,2026-09-14T13:35:08,done,1,7,G,1,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T19:43:24"", ""condition_code"": ""G"", ""condition_order"": 1, ""latin_square_sequence"": 7, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",15f00c5f-1499-4cbc-bbe4-61e03f8bf1d5,2,complete,T3,B,low,medium,google/gemma-4-31b-it,1,Neutral Engagement Agent,Agent,already clicked buy on the fast one so it should be here soon,2026-09-15T19:40:51,13,17,0,0.5132,0.5889,0.6425,0.4111,0.5896,0.6053,0.5562,0.4104,1.0,0.8333,0.0833,0.5105
P-C6EF7782E8,P-RHUN-CQ9B,2026-09-14T13:35:08,done,1,1,A,1,2,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Curious"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-16T11:58:38"", ""condition_code"": ""A"", ""condition_order"": 1, ""latin_square_sequence"": 1, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",21829a0c-5ecf-4ba5-81b0-84dbb839c406,2,complete,T8,C,high,small,google/gemma-3-4b-it,1,Neutral Engagement Agent,Agent,definitely! i love cheese and meat. im craving some louza rn,2026-09-16T11:57:02,11,14,0,0.5259,0.5679,0.5932,0.4321,0.5449,0.5465,0.5402,0.4551,1.0,0.5802,0.25,0.527
P-A4880A1CE2,P-CLNH-WDD7,2026-09-14T13:35:08,done,1,4,D,1,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-16T20:26:21"", ""condition_code"": ""D"", ""condition_order"": 1, ""latin_square_sequence"": 4, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",7aff83ed-f231-4b3a-9f9b-dea28fc80b0e,2,complete,T5,C,low,small,google/gemma-3-4b-it,0,Neutral Engagement Agent,Agent,slices are easier i think. smaller portions too,2026-09-16T20:23:52,8,10,0,0.4922,0.5384,0.5629,0.4616,0.5219,0.5526,0.5479,0.4781,1.0,0.7125,0.1667,0.5142
P-2DB0DA1D0E,P-KAN3-MNHZ,2026-09-14T13:35:08,done,1,5,E,1,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested""], ""comments"": """", ""submitted_at"": ""2026-09-17T18:39:06"", ""condition_code"": ""E"", ""condition_order"": 1, ""latin_square_sequence"": 5, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",6f86173f-4d08-4ef2-a7f7-61ac0a2372d3,2,complete,T8,A,high,medium,google/gemma-4-31b-it,1,Neutral Engagement Agent,Agent,kavala is nice but i want somewhere way more quiet than a port town,2026-09-17T18:36:08,14,18,0,0.5124,0.5998,0.6083,0.4002,0.5605,0.5703,0.5616,0.4395,1.0,0.8718,0.1667,0.5215
P-624C8AC269,P-VXNG-HLB4,2026-09-14T13:35:08,done,1,6,F,1,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-18T09:49:54"", ""condition_code"": ""F"", ""condition_order"": 1, ""latin_square_sequence"": 6, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",a3e89305-af73-490d-85cf-c9dae70e6373,2,complete,T7,B,high,medium,google/gemma-4-31b-it,0,Neutral Engagement Agent,Agent,definitely saves money. i'll just get a huge bag of mozzarella for it,2026-09-18T09:47:28,13,17,0,0.5406,0.484,0.5352,0.516,0.545,0.5701,0.5614,0.455,1.0,0.4696,0.0,0.4949
P-44138CFA98,P-VNDW-SN9X,2026-09-14T13:35:08,done,1,8,H,1,2,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-19T07:20:22"", ""condition_code"": ""H"", ""condition_order"": 1, ""latin_square_sequence"": 8, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",be121571-15e8-4a96-9ded-3b60d91847a3,2,complete,T4,B,low,medium,google/gemma-4-31b-it,0,Neutral Engagement Agent,Agent,that sounds way too active for a weekday after work lol,2026-09-19T07:18:32,11,14,0,0.6672,0.4644,0.5172,0.5356,0.4971,0.5265,0.5676,0.5029,1.0,0.2524,0.1667,0.5166
P-645F09EEB6,P-GZCK-8D38,2026-09-14T13:35:08,done,1,2,B,1,2,"{""engagement"": 3, ""naturalness"": 2, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 4, ""willingness_continue"": 2, ""overall_satisfaction"": 3, ""emotions"": [""Curious"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-20T08:54:21"", ""condition_code"": ""B"", ""condition_order"": 1, ""latin_square_sequence"": 2, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",548d1e21-78b7-44d8-a349-ed05de0948a2,2,complete,T4,B,high,small,google/gemma-3-4b-it,0,Neutral Engagement Agent,Agent,dark grey definitely. looks good with everything i usually go for dark colors,2026-09-20T08:52:45,13,17,0,0.549,0.5439,0.5399,0.4561,0.5157,0.5112,0.5278,0.4843,1.0,0.4177,0.1667,0.5085
P-2644CBC033,P-U87T-HFQN,2026-09-14T13:35:08,done,1,3,C,1,2,"{""engagement"": 2, ""naturalness"": 2, ""responsiveness"": 2, ""coherence"": 2, ""topic_consistency"": 2, ""willingness_continue"": 2, ""overall_satisfaction"": 2, ""emotions"": [""Confused""], ""comments"": """", ""submitted_at"": ""2026-09-20T10:54:09"", ""condition_code"": ""C"", ""condition_order"": 1, ""latin_square_sequence"": 3, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",00a64c26-fc04-4f39-9cd3-2f7ae316dba5,2,complete,T6,C,low,small,google/gemma-3-4b-it,1,Neutral Engagement Agent,Agent,yeah a bit. cheddar’s got a er bite. regato’s milder imo,2026-09-20T10:52:33,11,14,0,0.5017,0.4879,0.5124,0.5121,0.5264,0.524,0.4828,0.4736,1.0,0.3014,0.0833,0.4858
P-41FE7B6C8E,P-WCXH-KSUZ,2026-09-14T13:35:08,done,1,7,G,1,2,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-20T11:43:16"", ""condition_code"": ""G"", ""condition_order"": 1, ""latin_square_sequence"": 7, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",547c81d0-785f-4d2d-a284-e935b1332a47,2,complete,T8,A,low,medium,google/gemma-4-31b-it,1,Neutral Engagement Agent,Agent,hiking sounds perfect for a short trip. i bet the air is way fresher there too,2026-09-20T11:22:58,16,21,0,0.5758,0.6093,0.6086,0.3907,0.586,0.6067,0.5518,0.414,1.0,0.5299,0.0,0.4965
P-FB0E050FB9,P-7FFB-YDNW,2026-09-14T13:35:08,done,1,6,F,1,2,"{""engagement"": 4, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-14T13:53:31"", ""condition_code"": ""F"", ""condition_order"": 1, ""latin_square_sequence"": 6, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",523eade3-b0ff-422f-b7b9-ce1819526ab2,2,complete,T7,D,high,medium,google/gemma-4-31b-it,0,Neutral Engagement Agent,Human,i do no like,2026-09-14T13:51:28,4,5,0,0.5617,0.4808,0.4955,0.5192,0.5426,0.5872,0.5204,0.4574,1.0,0.3182,0.25,0.5219
P-E83994D768,P-FQS6-K9FB,2026-09-14T13:35:08,done,1,2,B,1,2,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-15T07:23:33"", ""condition_code"": ""B"", ""condition_order"": 1, ""latin_square_sequence"": 2, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",db07a3e8-537c-47e2-95ae-8706e593a609,2,complete,T5,C,high,small,google/gemma-3-4b-it,0,Neutral Engagement Agent,Human,maybe there is sale with one plus one ramen,2026-09-15T07:21:40,9,12,0,0.5142,0.5505,0.5345,0.4495,0.5814,0.5617,0.4918,0.4186,1.0,0.6164,0.0833,0.4936
P-EAA9A620E2,P-8GDD-R9ZZ,2026-09-14T13:35:08,done,1,8,H,1,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-15T07:24:51"", ""condition_code"": ""H"", ""condition_order"": 1, ""latin_square_sequence"": 8, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",598ed132-9be0-43f4-8e6e-34fdd5df50e5,2,complete,T5,C,low,medium,google/gemma-4-31b-it,0,Neutral Engagement Agent,Human,there is no better thing than sleeping in the couch,2026-09-15T07:22:37,10,13,0,0.5411,0.5329,0.5672,0.4671,0.5227,0.558,0.5357,0.4773,1.0,0.7083,0.0,0.4862
P-6EEA879104,P-5TCN-BEPD,2026-09-14T13:35:08,done,1,4,D,1,2,"{""engagement"": 4, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 2, ""willingness_continue"": 3, ""overall_satisfaction"": 4, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T10:10:39"", ""condition_code"": ""D"", ""condition_order"": 1, ""latin_square_sequence"": 4, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",f53bb37d-b7e4-4df5-8db4-c1783c8d2fa9,2,complete,T7,A,low,small,google/gemma-3-4b-it,0,Neutral Engagement Agent,Human,for me is the sweet,2026-09-15T10:03:03,5,6,0,0.4908,0.5292,0.5229,0.4708,0.5568,0.5385,0.5049,0.4432,1.0,0.5538,0.0833,0.4944
P-9E130A1DDC,P-DECF-7UCD,2026-09-14T13:35:08,done,1,1,A,1,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 5, ""willingness_continue"": 5, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Curious"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T11:05:34"", ""condition_code"": ""A"", ""condition_order"": 1, ""latin_square_sequence"": 1, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",3b73e446-a1f5-41f2-9f6e-7112d5349026,2,complete,T8,A,high,small,google/gemma-3-4b-it,1,Neutral Engagement Agent,Human,yes obviously also santorini has local production of wine,2026-09-15T11:04:22,9,12,0,0.5696,0.7057,0.6877,0.2943,0.5268,0.5568,0.53,0.4732,1.0,0.9794,0.0833,0.4977
P-482AABB718,P-DNH2-K8FQ,2026-09-14T13:35:08,done,1,3,C,1,2,"{""engagement"": 4, ""naturalness"": 3, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Curious""], ""comments"": """", ""submitted_at"": ""2026-09-15T18:25:24"", ""condition_code"": ""C"", ""condition_order"": 1, ""latin_square_sequence"": 3, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",cbdb663f-c231-482f-8a37-a76620fd7007,2,complete,T4,B,low,small,google/gemma-3-4b-it,1,Neutral Engagement Agent,Human,see the reviews or go look at them in a physical store,2026-09-15T18:24:26,12,16,0,0.5405,0.5577,0.5372,0.4423,0.5425,0.5675,0.5264,0.4575,1.0,0.8816,0.0833,0.4983
P-6742519DE7,P-6Y9D-MNAV,2026-09-14T13:35:08,done,1,5,E,1,2,"{""engagement"": 5, ""naturalness"": 5, ""responsiveness"": 5, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-15T16:52:12"", ""condition_code"": ""E"", ""condition_order"": 1, ""latin_square_sequence"": 5, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",45295ffb-ae04-409e-8d62-e6a64838f976,2,complete,T5,C,high,medium,google/gemma-4-31b-it,1,Neutral Engagement Agent,Human,wanna try an old clasic one?,2026-09-15T16:50:41,6,8,1,0.5239,0.5678,0.536,0.4322,0.5073,0.55,0.542,0.4927,1.0,0.5888,0.3333,0.5362
P-4CD2E82E33,P-PY2F-PB3D,2026-09-14T13:35:08,done,1,7,G,1,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-15T19:43:24"", ""condition_code"": ""G"", ""condition_order"": 1, ""latin_square_sequence"": 7, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",15f00c5f-1499-4cbc-bbe4-61e03f8bf1d5,2,complete,T3,B,low,medium,google/gemma-4-31b-it,1,Neutral Engagement Agent,Human,great its very good that nowadays you can see at the comfort of your home all the possible options,2026-09-15T19:41:39,19,25,0,0.5591,0.5662,0.6596,0.4338,0.5896,0.6053,0.5562,0.4104,1.0,0.8333,0.0833,0.5105
P-C6EF7782E8,P-RHUN-CQ9B,2026-09-14T13:35:08,done,1,1,A,1,2,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Curious"", ""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-16T11:58:38"", ""condition_code"": ""A"", ""condition_order"": 1, ""latin_square_sequence"": 1, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",21829a0c-5ecf-4ba5-81b0-84dbb839c406,2,complete,T8,C,high,small,google/gemma-3-4b-it,1,Neutral Engagement Agent,Human,what is louza?,2026-09-16T11:57:27,3,4,1,0.5074,0.6062,0.5713,0.3938,0.5449,0.5465,0.5402,0.4551,1.0,0.5802,0.25,0.527
P-A4880A1CE2,P-CLNH-WDD7,2026-09-14T13:35:08,done,1,4,D,1,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-16T20:26:21"", ""condition_code"": ""D"", ""condition_order"": 1, ""latin_square_sequence"": 4, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",7aff83ed-f231-4b3a-9f9b-dea28fc80b0e,2,complete,T5,C,low,small,google/gemma-3-4b-it,0,Neutral Engagement Agent,Human,yes and wont be too full at night and you can sleep easier,2026-09-16T20:25:02,13,17,0,0.5777,0.554,0.627,0.446,0.5219,0.5526,0.5479,0.4781,1.0,0.7125,0.1667,0.5142
P-2DB0DA1D0E,P-KAN3-MNHZ,2026-09-14T13:35:08,done,1,5,E,1,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested""], ""comments"": """", ""submitted_at"": ""2026-09-17T18:39:06"", ""condition_code"": ""E"", ""condition_order"": 1, ""latin_square_sequence"": 5, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": true}",6f86173f-4d08-4ef2-a7f7-61ac0a2372d3,2,complete,T8,A,high,medium,google/gemma-4-31b-it,1,Neutral Engagement Agent,Human,"you should go to trikala then with theh river in the middle of the city, very european styles",2026-09-17T18:37:17,18,23,0,0.6079,0.4383,0.4252,0.5617,0.5605,0.5703,0.5616,0.4395,1.0,0.8718,0.1667,0.5215
P-624C8AC269,P-VXNG-HLB4,2026-09-14T13:35:08,done,1,6,F,1,2,"{""engagement"": 4, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 5, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-18T09:49:54"", ""condition_code"": ""F"", ""condition_order"": 1, ""latin_square_sequence"": 6, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",a3e89305-af73-490d-85cf-c9dae70e6373,2,complete,T7,B,high,medium,google/gemma-4-31b-it,0,Neutral Engagement Agent,Human,i love mozzarella and you can take and pesto,2026-09-18T09:48:07,9,12,0,0.599,0.5408,0.5871,0.4592,0.545,0.5701,0.5614,0.455,1.0,0.4696,0.0,0.4949
P-44138CFA98,P-VNDW-SN9X,2026-09-14T13:35:08,done,1,8,H,1,2,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 5, ""topic_consistency"": 3, ""willingness_continue"": 4, ""overall_satisfaction"": 5, ""emotions"": [""Comfortable""], ""comments"": """", ""submitted_at"": ""2026-09-19T07:20:22"", ""condition_code"": ""H"", ""condition_order"": 1, ""latin_square_sequence"": 8, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": false}",be121571-15e8-4a96-9ded-3b60d91847a3,2,complete,T4,B,low,medium,google/gemma-4-31b-it,0,Neutral Engagement Agent,Human,what is your interest?,2026-09-19T07:19:05,4,5,1,0.5625,0.4926,0.5022,0.5074,0.4971,0.5265,0.5676,0.5029,1.0,0.2524,0.1667,0.5166
P-645F09EEB6,P-GZCK-8D38,2026-09-14T13:35:08,done,1,2,B,1,2,"{""engagement"": 3, ""naturalness"": 2, ""responsiveness"": 4, ""coherence"": 3, ""topic_consistency"": 4, ""willingness_continue"": 2, ""overall_satisfaction"": 3, ""emotions"": [""Curious"", ""Bored""], ""comments"": """", ""submitted_at"": ""2026-09-20T08:54:21"", ""condition_code"": ""B"", ""condition_order"": 1, ""latin_square_sequence"": 2, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""high"", ""personality_context_enabled"": false}",548d1e21-78b7-44d8-a349-ed05de0948a2,2,complete,T4,B,high,small,google/gemma-3-4b-it,0,Neutral Engagement Agent,Human,safer choice and more combinations for sure,2026-09-20T08:53:08,7,9,0,0.5091,0.5763,0.5359,0.4237,0.5157,0.5112,0.5278,0.4843,1.0,0.4177,0.1667,0.5085
P-2644CBC033,P-U87T-HFQN,2026-09-14T13:35:08,done,1,3,C,1,2,"{""engagement"": 2, ""naturalness"": 2, ""responsiveness"": 2, ""coherence"": 2, ""topic_consistency"": 2, ""willingness_continue"": 2, ""overall_satisfaction"": 2, ""emotions"": [""Confused""], ""comments"": """", ""submitted_at"": ""2026-09-20T10:54:09"", ""condition_code"": ""C"", ""condition_order"": 1, ""latin_square_sequence"": 3, ""model_size"": ""small"", ""model_name"": ""google/gemma-3-4b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",00a64c26-fc04-4f39-9cd3-2f7ae316dba5,2,complete,T6,C,low,small,google/gemma-3-4b-it,1,Neutral Engagement Agent,Human,oh i see,2026-09-20T10:53:18,3,4,0,0.4805,0.4979,0.5052,0.5021,0.5264,0.524,0.4828,0.4736,1.0,0.3014,0.0833,0.4858
P-41FE7B6C8E,P-WCXH-KSUZ,2026-09-14T13:35:08,done,1,7,G,1,2,"{""engagement"": 5, ""naturalness"": 4, ""responsiveness"": 4, ""coherence"": 4, ""topic_consistency"": 4, ""willingness_continue"": 4, ""overall_satisfaction"": 4, ""emotions"": [""Interested"", ""Engaged""], ""comments"": """", ""submitted_at"": ""2026-09-20T11:43:16"", ""condition_code"": ""G"", ""condition_order"": 1, ""latin_square_sequence"": 7, ""model_size"": ""medium"", ""model_name"": ""google/gemma-4-31b-it"", ""topic_interest"": ""low"", ""personality_context_enabled"": true}",547c81d0-785f-4d2d-a284-e935b1332a47,2,complete,T8,A,low,medium,google/gemma-4-31b-it,1,Neutral Engagement Agent,Human,way the air is amazing the scenery is amazing the views are great,2026-09-20T11:23:36,13,17,0,0.467,0.6303,0.5922,0.3697,0.586,0.6067,0.5518,0.414,1.0,0.5299,0.0,0.4965
